data,nextPaginationToken
"{'id': '54f070b9-895f-40e8-be18-acb16f8af7fa', 'userName': 'Kumsa Mergia', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUtdetqH7JctDXRv-xaKXCoOM8H2xRtor6BNwZeI1ZvEs58O_RL', 'date': '2025-06-04T13:50:52.260Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=54f070b9-895f-40e8-be18-acb16f8af7fa', 'title': None, 'text': 'Best Mobile Banking app ever', 'replyDate': None, 'replyText': None, 'version': '5.0.4', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': 'aa72fd94-aca8-48b2-bae2-29ad7633c7fb', 'userName': 'Abuki Se', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocKnjlbe5fE89AH0faEYLSSbHd1R2DPBLvdDw_xyDxnzUSa1hg=mo', 'date': '2025-06-04T13:00:15.462Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=aa72fd94-aca8-48b2-bae2-29ad7633c7fb', 'title': None, 'text': 'good', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': '9af95d2a-e42c-45ff-a4c9-5c38765df4a4', 'userName': 'Hermela Yoseph', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocII_limfTYiQ1E0p2WxjjYmmhWmVVYwvzgdrBpyvD60R4QZ=mo', 'date': '2025-06-04T12:56:02.212Z', 'score': 2, 'scoreText': '2', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=9af95d2a-e42c-45ff-a4c9-5c38765df4a4', 'title': None, 'text': 'it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': '88a64315-9de3-4a35-ac27-5ff37c2833b6', 'userName': 'Degu Emiru', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJfMd2UrSSMoKcxEblqxJtopDSwNxPlvjvvJrzMAHLLRG4I2w=mo', 'date': '2025-06-04T11:59:40.961Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=88a64315-9de3-4a35-ac27-5ff37c2833b6', 'title': None, 'text': 'good', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': 'c2cf0ff7-85ac-4e7c-902d-a8c5a8d69e22', 'userName': 'Melkamu Chalchisa', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocJ-HOzLQ6Q64t0YI4I-b6npd-lVXB1_6R59UJt9_7MIr1dGoA=mo', 'date': '2025-06-04T11:52:50.197Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=c2cf0ff7-85ac-4e7c-902d-a8c5a8d69e22', 'title': None, 'text': 'Good', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': 'acadb124-d34c-4387-97e8-266200c78d4e', 'userName': 'Sami Kassa', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLHjkB4L4dJhGduz1MZSPvcKdNeuwcDZppCWQfl9bA6B05GdA=mo', 'date': '2025-06-04T09:43:21.140Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=acadb124-d34c-4387-97e8-266200c78d4e', 'title': None, 'text': '👌👍', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': '42eed344-f5b7-49be-a7eb-b1c14386e20b', 'userName': 'Tilahun Nedi', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocLgnu_QJBSOGQlCfoa6QF9DfVCB_IayarnZX9R7yeGVQX8wlQ=mo', 'date': '2025-06-04T08:21:53.544Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=42eed344-f5b7-49be-a7eb-b1c14386e20b', 'title': None, 'text': 'very niec', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': 'fce00cda-d71a-486e-a4c2-7479ab7793bc', 'userName': 'Abdurahiman Abubaker Hussein', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIUwynWtn8IyS1o2rS9tnV0btLlCNLaptoYNiyZo5qaG9TzVkk=mo', 'date': '2025-06-04T04:38:54.242Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=fce00cda-d71a-486e-a4c2-7479ab7793bc', 'title': None, 'text': 'best app of finance', 'replyDate': None, 'replyText': None, 'version': None, 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': 'f543a13e-bc0f-4348-b57f-3a83eb67206c', 'userName': 'Milky Yebassa', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocItLxGE_PBf-JBa3JF5IJf75EufuW87O9vlVQ-R33txSaqOlQ=mo', 'date': '2025-06-03T18:04:44.613Z', 'score': 1, 'scoreText': '1', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=f543a13e-bc0f-4348-b57f-3a83eb67206c', 'title': None, 'text': 'yetemeta', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': '2470d199-834a-4134-a0f9-8c684ba75491', 'userName': 'ENGIDA KEBEDE', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjVXjjg9UVBsJjaIkmUE95mx5dA-es0HrmFux0FVTpJTdB8zEvk', 'date': '2025-06-03T17:20:23.994Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=2470d199-834a-4134-a0f9-8c684ba75491', 'title': None, 'text': 'Engida Kebede Fetera', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': '4beee0dd-05ad-474c-bdff-0146723f2179', 'userName': 'Abel Beyena', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIn6m2s4yuKhF4m4p3TscFhIqQOmY1QMBYzmYUNFfyESxhoMA=mo', 'date': '2025-06-03T08:32:52.407Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=4beee0dd-05ad-474c-bdff-0146723f2179', 'title': None, 'text': 'good', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': '428e5117-387f-4c9d-b095-3230e3f83a8a', 'userName': 'Senayt Weldeslase', 'userImage': 'https://play-lh.googleusercontent.com/a/ACg8ocIYeIM_puZvfx6HFyC5ugfnY3TKdOPhZhmnY25LLpvHJK_LpQ=mo', 'date': '2025-06-03T06:14:31.236Z', 'score': 1, 'scoreText': '1', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=428e5117-387f-4c9d-b095-3230e3f83a8a', 'title': None, 'text': 'it is not safety', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
"{'id': 'f897e474-f560-4cf9-b66b-48c455443bfe', 'userName': 'alem haylay', 'userImage': 'https://play-lh.googleusercontent.com/a-/ALV-UjUIh1l8KBPcyNRGzx5pC6ydc22DxP4Nbg7Vcar8lXIhHS5EAME', 'date': '2025-06-03T05:42:36.500Z', 'score': 5, 'scoreText': '5', 'url': 'https://play.google.com/store/apps/details?id=com.combanketh.mobilebanking&reviewId=f897e474-f560-4cf9-b66b-48c455443bfe', 'title': None, 'text': 'NICE bank', 'replyDate': None, 'replyText': None, 'version': '5.1.0', 'thumbsUp': 0, 'criterias': []}",Cs0BIsoBAWOhxG8r94CwQW2aDoN9MC4nXrzQU0aWeOuSGKiwsqpxHlSCfeuGDyIhT1n6o_TJxKcJwjRKo2nd3sbpl88cJOw1vJP0agPYvxbN86A6Ecc_-9e_Uwpt6rRaJ5z2bVKzniz9hmsO4GS9tdU_9efNwme3gMq09vdoqRkXh4ctBADdwI6_5PGSUCk5WWLSmdpIzVqi67uueFLNlQSUvlD9ldRyJ1ab7jBlOXYWpKYXL2Lusk8s7DI2WNxqllh9FZ3B6qEIFShSiVNYkQ
