review,rating,date,bank,source,sentiment_label,sentiment_score,theme
why you change default network?,5,2025-05-23,CBE,Google Play,NEGATIVE,0.9962357878684998,Other
very nice 👍,5,2025-05-23,CBE,Google Play,POSITIVE,0.9998577833175659,Other
good,5,2025-05-23,CBE,Google Play,POSITIVE,0.9998161196708679,Other
nice fast app,5,2025-05-23,CBE,Google Play,POSITIVE,0.999833345413208,UI/UX
good,5,2025-05-23,CBE,Google Play,POSITIVE,0.9998161196708679,Other
best,5,2025-05-23,CBE,Google Play,POSITIVE,0.9997941851615906,Other
how to I get my money,5,2025-05-22,CBE,Google Play,NEGATIVE,0.9934091567993164,Other
"Very bad, can't even load they need to improve their services.",1,2025-05-22,CBE,Google Play,NEGATIVE,0.9998165965080261,Customer Support
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,CBE,Google Play,POSITIVE,0.9649854898452759,"UI/UX, Performance"
very busy I don't know why... I prefer 889,3,2025-05-22,CBE,Google Play,NEGATIVE,0.9991938471794128,Other
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,Google Play,NEGATIVE,0.9966771602630615,Other
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,CBE,Google Play,NEGATIVE,0.9986202716827393,UI/UX
hojii bonsaadha,5,2025-05-22,CBE,Google Play,POSITIVE,0.9568662047386169,Other
ok,5,2025-05-22,CBE,Google Play,POSITIVE,0.9997851252555847,Other
ok,5,2025-05-22,CBE,Google Play,POSITIVE,0.9997851252555847,Other
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play,POSITIVE,0.955450713634491,UI/UX
Awosome!!!,5,2025-05-22,CBE,Google Play,POSITIVE,0.6944891810417175,Other
"Very good app,",5,2025-05-22,CBE,Google Play,POSITIVE,0.9998691082000732,UI/UX
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,CBE,Google Play,NEGATIVE,0.992516815662384,Customer Support
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,Google Play,POSITIVE,0.9997020363807678,UI/UX
I hate this app 😒,1,2025-05-22,CBE,Google Play,NEGATIVE,0.9996378421783447,UI/UX
trustful,5,2025-05-22,CBE,Google Play,POSITIVE,0.9998213648796082,Other
I like,5,2025-05-21,CBE,Google Play,POSITIVE,0.9998149275779724,Other
update issue,4,2025-05-21,CBE,Google Play,POSITIVE,0.5473247170448303,Other
its not working over safari network,1,2025-05-21,CBE,Google Play,NEGATIVE,0.9991377592086792,Other
oldie,1,2025-05-21,CBE,Google Play,NEGATIVE,0.6663163304328918,Other
it doesn't work,1,2025-05-21,CBE,Google Play,NEGATIVE,0.9997813105583191,Other
best,5,2025-05-21,CBE,Google Play,POSITIVE,0.9997941851615906,Other
"This app is good, and we are using it well",1,2025-05-21,CBE,Google Play,POSITIVE,0.999855637550354,UI/UX
ok,5,2025-05-21,CBE,Google Play,POSITIVE,0.9997851252555847,Other
best app,5,2025-05-21,CBE,Google Play,POSITIVE,0.999686598777771,UI/UX
best,5,2025-05-21,CBE,Google Play,POSITIVE,0.9997941851615906,Other
very nice 👌 app for android phone,5,2025-05-21,CBE,Google Play,POSITIVE,0.9994401335716248,UI/UX
good app,5,2025-05-21,CBE,Google Play,POSITIVE,0.9998493194580078,UI/UX
Yes Yes,5,2025-05-21,CBE,Google Play,POSITIVE,0.9997482895851135,Other
በጣም ከርፋፋ,1,2025-05-21,CBE,Google Play,NEGATIVE,0.7850591540336609,Other
easy to use helpful in my life,5,2025-05-21,CBE,Google Play,POSITIVE,0.9981144666671753,"UI/UX, Customer Support"
good 👍,4,2025-05-21,CBE,Google Play,POSITIVE,0.9998576641082764,Other
the best mobile banking app,5,2025-05-21,CBE,Google Play,POSITIVE,0.9998278617858887,UI/UX
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,CBE,Google Play,POSITIVE,0.9992597699165344,UI/UX
ok,2,2025-05-21,CBE,Google Play,POSITIVE,0.9997851252555847,Other
it's a good application 👍,5,2025-05-21,CBE,Google Play,POSITIVE,0.9998123049736023,UI/UX
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,CBE,Google Play,NEGATIVE,0.9997513890266418,Transactions
poor service,1,2025-05-20,CBE,Google Play,NEGATIVE,0.9996534585952759,Customer Support
amazing,5,2025-05-20,CBE,Google Play,POSITIVE,0.999875545501709,Other
it is reliable and easy to use.,5,2025-05-20,CBE,Google Play,POSITIVE,0.9998389482498169,UI/UX
the most annoying mobile banking app I've ever seen,1,2025-05-20,CBE,Google Play,NEGATIVE,0.9994208812713623,UI/UX
Cbe mobile banking,5,2025-05-20,CBE,Google Play,POSITIVE,0.8304283022880554,Other
"i can't make Screenshout in this app, please made modification",5,2025-05-20,CBE,Google Play,NEGATIVE,0.9966920614242554,UI/UX
Best app I loved it,5,2025-05-18,CBE,Google Play,POSITIVE,0.999849796295166,UI/UX
nice app,5,2025-05-18,CBE,Google Play,POSITIVE,0.9998061060905457,UI/UX
wow,5,2025-05-18,CBE,Google Play,POSITIVE,0.999592125415802,Other
Amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play,NEGATIVE,0.6448792219161987,UI/UX
well satisfied with this beautiful app,5,2025-05-18,CBE,Google Play,POSITIVE,0.9998588562011719,UI/UX
very good,4,2025-05-17,CBE,Google Play,POSITIVE,0.9998520612716675,Other
best app.,5,2025-05-17,CBE,Google Play,POSITIVE,0.999774158000946,UI/UX
good,5,2025-05-17,CBE,Google Play,POSITIVE,0.9998161196708679,Other
"not working,why???",5,2025-05-17,CBE,Google Play,NEGATIVE,0.9995881915092468,Other
Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,CBE,Google Play,NEGATIVE,0.9841780066490173,Other
excellent,5,2025-05-17,CBE,Google Play,POSITIVE,0.9998434782028198,Other
always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,CBE,Google Play,NEGATIVE,0.9996201992034912,UI/UX
woxe harimo ribiso,5,2025-05-16,CBE,Google Play,NEGATIVE,0.9374372959136963,Other
good,5,2025-05-16,CBE,Google Play,POSITIVE,0.9998161196708679,Other
"Good ,easy to use",5,2025-05-16,CBE,Google Play,POSITIVE,0.9998592138290405,UI/UX
Good app,5,2025-05-15,CBE,Google Play,POSITIVE,0.9998493194580078,UI/UX
Good job👍,5,2025-05-14,CBE,Google Play,POSITIVE,0.9998576641082764,Other
good,5,2025-05-14,CBE,Google Play,POSITIVE,0.9998161196708679,Other
nice,5,2025-05-14,CBE,Google Play,POSITIVE,0.9998552799224854,Other
"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,CBE,Google Play,POSITIVE,0.9939066767692566,"Account Access, UI/UX"
I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,CBE,Google Play,NEGATIVE,0.9474119544029236,"Account Access, UI/UX"
customer service is bad nothing is good about this bank,1,2025-05-13,CBE,Google Play,NEGATIVE,0.9996613264083862,Customer Support
It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,CBE,Google Play,NEGATIVE,0.992915153503418,UI/UX
fast and simple easy to use 👌,5,2025-05-12,CBE,Google Play,POSITIVE,0.9984942674636841,UI/UX
The fastest transferring app I ever had its so reliable,5,2025-05-11,CBE,Google Play,POSITIVE,0.9844427704811096,"Transactions, UI/UX"
"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,CBE,Google Play,NEGATIVE,0.9986681938171387,"Account Access, Transactions"
it's easy and fast,5,2025-05-10,CBE,Google Play,POSITIVE,0.9995684027671814,Other
This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,CBE,Google Play,NEGATIVE,0.9960438013076782,UI/UX
hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,CBE,Google Play,POSITIVE,0.999572217464447,"Account Access, Customer Support"
wow best application ever,5,2025-05-09,CBE,Google Play,POSITIVE,0.9997984766960144,UI/UX
good,5,2025-05-09,CBE,Google Play,POSITIVE,0.9998161196708679,Other
"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,CBE,Google Play,NEGATIVE,0.9997019171714783,UI/UX
Best,4,2025-05-08,CBE,Google Play,POSITIVE,0.9997941851615906,Other
the pride of Ethiopian bank 🏦,5,2025-05-08,CBE,Google Play,POSITIVE,0.999118983745575,Other
why the app telling me to turn of developer options please fix it.,1,2025-05-07,CBE,Google Play,NEGATIVE,0.9990994930267334,UI/UX
good,5,2025-05-07,CBE,Google Play,POSITIVE,0.9998161196708679,Other
ok,5,2025-05-07,CBE,Google Play,POSITIVE,0.9997851252555847,Other
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,CBE,Google Play,POSITIVE,0.9976927042007446,"Transactions, UI/UX"
ok,5,2025-05-07,CBE,Google Play,POSITIVE,0.9997851252555847,Other
good,3,2025-05-06,CBE,Google Play,POSITIVE,0.9998161196708679,Other
amazing apps,5,2025-05-06,CBE,Google Play,POSITIVE,0.9998716115951538,UI/UX
All service of Mobile Banking,5,2025-05-06,CBE,Google Play,POSITIVE,0.8924252986907959,Customer Support
needs improvement,1,2025-05-06,CBE,Google Play,NEGATIVE,0.9966731071472168,Other
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,CBE,Google Play,NEGATIVE,0.995843231678009,Other
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,CBE,Google Play,NEGATIVE,0.9984410405158997,"Transactions, UI/UX"
good,5,2025-05-06,CBE,Google Play,POSITIVE,0.9998161196708679,Other
good but these week not oky,4,2025-05-06,CBE,Google Play,NEGATIVE,0.9554156064987183,Other
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,CBE,Google Play,POSITIVE,0.9998049139976501,"UI/UX, Performance"
Good app,5,2025-05-06,CBE,Google Play,POSITIVE,0.9998493194580078,UI/UX
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,CBE,Google Play,NEGATIVE,0.9975224137306213,Other
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play,POSITIVE,0.8991116285324097,Transactions
CBE mobilr bankg,5,2025-05-05,CBE,Google Play,POSITIVE,0.8703052997589111,Other
wow,1,2025-05-05,CBE,Google Play,POSITIVE,0.999592125415802,Other
verygood,3,2025-05-05,CBE,Google Play,POSITIVE,0.9988996982574463,Other
ممتاز جدا,5,2025-05-04,CBE,Google Play,NEGATIVE,0.8031745553016663,Other
it's very low quality application,1,2025-05-04,CBE,Google Play,NEGATIVE,0.9996594190597534,UI/UX
Very Amazing Apps,5,2025-05-04,CBE,Google Play,POSITIVE,0.9998774528503418,UI/UX
አዛ,1,2025-05-04,CBE,Google Play,NEGATIVE,0.6970566511154175,Other
wow simple life,5,2025-05-04,CBE,Google Play,POSITIVE,0.9997076392173767,Other
it's nice,5,2025-05-03,CBE,Google Play,POSITIVE,0.9998672008514404,Other
Why stacked sometimes,5,2025-05-03,CBE,Google Play,NEGATIVE,0.9941052198410034,Other
good app,5,2025-05-03,CBE,Google Play,POSITIVE,0.9998493194580078,UI/UX
nice,5,2025-05-03,CBE,Google Play,POSITIVE,0.9998552799224854,Other
okay 👍 but sometimes busy,1,2025-05-03,CBE,Google Play,NEGATIVE,0.8515537977218628,Other
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,CBE,Google Play,NEGATIVE,0.9997990727424622,Other
nice,5,2025-05-03,CBE,Google Play,POSITIVE,0.9998552799224854,Other
Very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play,NEGATIVE,0.9981188178062439,UI/UX
excellent,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998434782028198,Other
good,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998161196708679,Other
good,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998161196708679,Other
Good and fast,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998561143875122,Other
Unreliable!,1,2025-05-02,CBE,Google Play,NEGATIVE,0.9997379183769226,Other
Best the best fast,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998427629470825,Other
good app,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998493194580078,UI/UX
happy,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998753070831299,UI/UX
fast and reliable,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998595714569092,Other
network errorrrrrr,2,2025-05-02,CBE,Google Play,NEGATIVE,0.9978076815605164,Other
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,CBE,Google Play,NEGATIVE,0.9982808828353882,"Transactions, UI/UX"
its good and simple to use,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998610019683838,UI/UX
worest app like that bank for security and network access,1,2025-05-02,CBE,Google Play,NEGATIVE,0.9927296042442322,"Account Access, UI/UX"
it's the best app i,5,2025-05-02,CBE,Google Play,POSITIVE,0.999834418296814,UI/UX
not bad not good,1,2025-05-02,CBE,Google Play,NEGATIVE,0.9715350866317749,Other
its very nice,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998526573181152,Other
do not work this week,3,2025-04-30,CBE,Google Play,NEGATIVE,0.9977602958679199,Other
It crashes frequently,4,2025-04-30,CBE,Google Play,NEGATIVE,0.9993256330490112,Performance
the best,5,2025-04-28,CBE,Google Play,POSITIVE,0.9998332262039185,Other
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,CBE,Google Play,POSITIVE,0.8382592797279358,UI/UX
goid,5,2025-04-28,CBE,Google Play,NEGATIVE,0.7086985111236572,Other
best appearance,5,2025-04-27,CBE,Google Play,POSITIVE,0.9996986389160156,UI/UX
it's very good 👍 app,5,2025-04-27,CBE,Google Play,POSITIVE,0.999859094619751,UI/UX
I need support you,5,2025-04-26,CBE,Google Play,NEGATIVE,0.9881443977355957,Customer Support
the worst Mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play,NEGATIVE,0.9997807145118713,Other
super,5,2025-04-26,CBE,Google Play,POSITIVE,0.998783528804779,Other
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play,NEGATIVE,0.8337253928184509,Other
i like the app,5,2025-04-26,CBE,Google Play,POSITIVE,0.9994398951530457,UI/UX
the Best,1,2025-04-26,CBE,Google Play,POSITIVE,0.9998332262039185,Other
nice,5,2025-04-26,CBE,Google Play,POSITIVE,0.9998552799224854,Other
good,5,2025-04-25,CBE,Google Play,POSITIVE,0.9998161196708679,Other
good,5,2025-04-25,CBE,Google Play,POSITIVE,0.9998161196708679,Other
to other bank is bad,1,2025-04-25,CBE,Google Play,NEGATIVE,0.9997149109840393,Other
tank's,5,2025-04-25,CBE,Google Play,NEGATIVE,0.9855977892875671,Other
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play,POSITIVE,0.9881664514541626,Other
it is so nice,5,2025-04-24,CBE,Google Play,POSITIVE,0.9998714923858643,Other
good,5,2025-04-21,CBE,Google Play,POSITIVE,0.9998161196708679,Other
Very Good👍,5,2025-04-21,CBE,Google Play,POSITIVE,0.8243634104728699,Other
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play,NEGATIVE,0.9995972514152527,"Account Access, Transactions, UI/UX"
"wow, amazing app",5,2025-04-21,CBE,Google Play,POSITIVE,0.9998503923416138,UI/UX
use ful,5,2025-04-21,CBE,Google Play,NEGATIVE,0.9949980974197388,UI/UX
Great app,5,2025-04-21,CBE,Google Play,POSITIVE,0.999821126461029,UI/UX
well app,5,2025-04-20,CBE,Google Play,POSITIVE,0.9993765950202942,UI/UX
Actually it is inactive,4,2025-04-19,CBE,Google Play,NEGATIVE,0.9996483325958252,Other
good,4,2025-04-19,CBE,Google Play,POSITIVE,0.9998161196708679,Other
ok,2,2025-04-19,CBE,Google Play,POSITIVE,0.9997851252555847,Other
best app,5,2025-04-19,CBE,Google Play,POSITIVE,0.999686598777771,UI/UX
amazing,1,2025-04-19,CBE,Google Play,POSITIVE,0.999875545501709,Other
good,5,2025-04-19,CBE,Google Play,POSITIVE,0.9998161196708679,Other
I like,5,2025-04-19,CBE,Google Play,POSITIVE,0.9998149275779724,Other
"slow, only one account is used",2,2025-04-19,CBE,Google Play,NEGATIVE,0.9997527003288269,"Account Access, UI/UX, Performance"
ok,5,2025-04-18,CBE,Google Play,POSITIVE,0.9997851252555847,Other
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play,POSITIVE,0.9975135326385498,Other
i like it,5,2025-04-18,CBE,Google Play,POSITIVE,0.9998593330383301,Other
why removing screenshot feature why?,1,2025-04-18,CBE,Google Play,NEGATIVE,0.9981147050857544,Other
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play,POSITIVE,0.9994925260543823,UI/UX
Thank you!!!,5,2025-04-18,CBE,Google Play,POSITIVE,0.9998666048049927,Other
i can't take screenshot,1,2025-04-18,CBE,Google Play,NEGATIVE,0.9897894263267517,Other
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play,NEGATIVE,0.9861215949058533,Other
perfectly special,5,2025-04-18,CBE,Google Play,POSITIVE,0.999879002571106,Other
Fast and Reliable,5,2025-04-18,CBE,Google Play,POSITIVE,0.9998595714569092,Other
good,5,2025-04-17,CBE,Google Play,POSITIVE,0.9998161196708679,Other
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play,POSITIVE,0.9997448325157166,UI/UX
great app!!!,5,2025-04-17,CBE,Google Play,POSITIVE,0.9998501539230347,UI/UX
